Government Transfers,,
"for the Fiscal Year Ended March 31, 2019",,
"(Details of payees receiving $25,000 or more)",,
,,
NAME,MINISTRY,AMOUNT
BURNABY SENIORS OUTREACH SERVICES SOCIETY,Attorney General,"59,000"
BURNABY SOUTH SECONDARY SCHOOL P A C,Attorney General,"41,208"
BURNABY VOLUNTEER CENTRE SOCIETY,Attorney General,"70,500"
BURNS BOG CONSERVATION SOCIETY,Attorney General,"62,500"
BURNS LAKE BAND,Children and Family Development,"33,904"
BURNS LAKE BAND,Municipal Affairs and Housing,"4,270"
BURNS LAKE CHRISTIAN SUPPORTIVE SOCIETY,Children and Family Development,"107,318"
BURNS LAKE PUBLIC LIBRARY,Education,"91,916"
"BURNS, JESSICA MARIE",Children and Family Development,"25,200"
"BURNS, PAUL MICHAEL",Children and Family Development,"28,139"
BURNSIDE GORGE COMMUNITY ASSOCIATION,Attorney General,"94,300"
BURNSIDE GORGE COMMUNITY ASSOCIATION,Children and Family Development,"226,991"
"BURNSIDE, DIANE & BURNSIDE, GORDON",Children and Family Development,"38,170"
BURQUITLAM FUNERAL CHAPEL,Social Development and Poverty Reduction,"27,901"
BURROWING OWL CONSERVATION SOCIETY OF B.C.,Attorney General,"35,000"
"BURROWS, DIANE E",Children and Family Development,"36,331"
"BURROWS, TINA",Children and Family Development,"25,875"
"BURTNICK, KIRBY & BURTNICK, CHRISTINE L",Children and Family Development,"89,810"
"BURZUK, LESLEY",Children and Family Development,"119,129"
BUSINESS COUNCIL OF BRITISH COLUMBIA,"Jobs, Trade and Technology","28,000"
BUSINESS COUNCIL OF BRITISH COLUMBIA,Labour,"37,188"
BUSY CROCODILE FRENCH IMMERSION CHILDREN CENTRE INC.,Children and Family Development,"100,248"
"BUTCHER, ANASTASIA",Children and Family Development,"30,000"
BUTTERFLY PROGRESSIVE MONTESSORI PRESCHOOL LTD.,Children and Family Development,"27,290"
BUTTONS 'N BOWS CHILDCARE INC.,Children and Family Development,"31,673"
BUY–LOW FOODS LTD.,Children and Family Development,"22,455"
BUY–LOW FOODS LTD.,Public Safety and Solicitor General,"146,449"
BUY–LOW FOODS LTD.,Social Development and Poverty Reduction,"3,783"
BYCS – RESIDENT TRUST FUND,Children and Family Development,"25,852"
"BYE, TAMARA K",Children and Family Development,"37,156"
"BYERS, TAYLOR",Children and Family Development,"34,017"
"BYLE, JENNIFER",Children and Family Development,"46,794"
"BYLSMA, KATHRYN & BYLSMA, STEPHEN",Children and Family Development,"495,820"
"BYLYCIA, CELINA",Children and Family Development,"60,623"
"BYRON, CATHERINE JANE & BYRON, STEPHEN PAUL JOHN",Children and Family Development,"48,721"
C & E HOME CARE INCORPORATED,Social Development and Poverty Reduction,"63,211"
CABI INTERNATIONAL,"Forests, Lands, Natural Resource Operations and Rural Development","780,000"
"CABRERA, EILEEN",Children and Family Development,"32,037"
CAG CONTEMPORARY ART GALLERY SOCIETY OF BRITISH COLUMBIA,Attorney General,"35,000"
CAG CONTEMPORARY ART GALLERY SOCIETY OF BRITISH COLUMBIA,"Tourism, Arts and Culture","102,000"
"CAIN, DONNA",Children and Family Development,"45,972"
"CAINE, JENNIFER & CAINE, MELVIN",Children and Family Development,"25,872"
"CAIRNS, CHERYLYNN J",Children and Family Development,"39,722"
CAITLIN PRESS,"Tourism, Arts and Culture","65,580"
CALAIS FARMS LTD.,Agriculture,"248,210"
"CALDER, RACHAEL M",Children and Family Development,"31,258"
"CALDERON, DAVEY","Tourism, Arts and Culture","31,400"
"CALDERON, LUZMARY M",Children and Family Development,"106,366"
"CALDWELL, SARA VIRGINIA",Children and Family Development,"369,018"
CALEDONIA EARLY CARE AND LEARNING CENTRE SOCIETY,Children and Family Development,"82,854"
CALEDONIA NORDIC SKI CLUB,Attorney General,"27,000"
"CALLAGHAN, KIRENDEEP KIREN",Children and Family Development,"30,960"
CAMBIE MONTESSORI CHILDREN CENTRE LIMITED,Children and Family Development,"35,261"
CAMBRIDGE LEARNING CENTRE INC.,Children and Family Development,"31,262"
CAMBRIDGE MONTESSORI CHILDREN'S CENTER INC.,Children and Family Development,"152,765"
CAMELOT COURT MOTEL,Children and Family Development,"2,420"
CAMELOT COURT MOTEL,Public Safety and Solicitor General,"106,629"
CAMELOT COURT MOTEL,Social Development and Poverty Reduction,"1,310"
CAMELOT COURT RESTAURANT,Children and Family Development,340
CAMELOT COURT RESTAURANT,Public Safety and Solicitor General,"52,608"
CAMERAY COMMUNITY FUND,Children and Family Development,"1,451,041"
CAMERAY COMMUNITY FUND,Public Safety and Solicitor General,"83,689"
"CAMERON, KATHLEEN FRANCES",Children and Family Development,"61,310"
"CAMMA, JESSIE LYN",Children and Family Development,"32,719"
CAMOSUN COLLEGE,"Advanced Education, Skills and Training","95,178,757"
CAMOSUN COLLEGE,Children and Family Development,"22,588"
CAMOSUN COLLEGE,Education,"127,555"
CAMOSUN COLLEGE CHILD CARE SERVICES,Children and Family Development,"274,555"
CAMP HATIKVAH FOUNDATION,Attorney General,"45,000"
CAMP JUBILEE SOCIETY,Attorney General,"49,000"
CAMP KERRY SOCIETY,Attorney General,"80,000"
CAMP MORICE SOCIETY,Attorney General,"30,000"
CAMPBELL & FAIRWEATHER PSYCHOLOGY GROUP,Children and Family Development,"138,455"
CAMPBELL & FAIRWEATHER PSYCHOLOGY GROUP,Public Safety and Solicitor General,"6,941"
CAMPBELL RIVER & NORTH ISLAND TRANSITION SOCIETY,Attorney General,"42,000"
CAMPBELL RIVER & NORTH ISLAND TRANSITION SOCIETY,Public Safety and Solicitor General,"44,688"
CAMPBELL RIVER & NORTH ISLAND TRANSITION SOCIETY,Social Development and Poverty Reduction,"20,738"
CAMPBELL RIVER AND DISTRICT ASSOCIATION FOR COMMUNITY LIVING,Children and Family Development,"2,737,318"
CAMPBELL RIVER AND DISTRICT FOOD BANK SOCIETY,Attorney General,"77,000"
CAMPBELL RIVER AND DISTRICT PUBLIC ART GALLERY,Attorney General,"34,000"
CAMPBELL RIVER AND DISTRICT PUBLIC ART GALLERY,"Tourism, Arts and Culture","26,400"
CAMPBELL RIVER CHILD CARE SOCIETY,Attorney General,"27,650"
CAMPBELL RIVER CHILD CARE SOCIETY,Children and Family Development,"174,222"
CAMPBELL RIVER CHRISTIAN SCHOOL SOCIETY,Education,"1,455,084"
CAMPBELL RIVER COMMUNITY ARTS COUNCIL,Attorney General,"20,000"
CAMPBELL RIVER COMMUNITY ARTS COUNCIL,"Tourism, Arts and Culture","26,726"
CAMPBELL RIVER FAMILY SERVICES SOCIETY,Attorney General,"25,000"
CAMPBELL RIVER FAMILY SERVICES SOCIETY,Children and Family Development,"1,439,250"
CAMPBELL RIVER FAMILY SERVICES SOCIETY,Public Safety and Solicitor General,"270,584"
CAMPBELL RIVER GYMNASTICS ASSOCIATION,Attorney General,"25,000"
CAMPBELL RIVER HOSPICE SOCIETY,Attorney General,"37,500"
CAMPBELL RIVER INDIAN BAND,Children and Family Development,"127,921"
CAMPBELL RIVER INDIAN BAND,Indigenous Relations and Reconciliation,"488,195"
CAMPBELL RIVER MINOR HOCKEY ASSOCIATION,Attorney General,"68,000"
CAMPBELL RIVER SALMON FESTIVAL SOCIETY,Attorney General,"45,000"
CAMPBELL RIVER SALMON FESTIVAL SOCIETY,"Forests, Lands, Natural Resource Operations and Rural Development",300
CAMPBELL RIVER SEARCH & RESCUE SOCIETY,Attorney General,"167,000"
CAMPBELL RIVER SEARCH & RESCUE SOCIETY,Public Safety and Solicitor General,250
CAMPBELL RIVER SHRINE CLUB NO 22,Attorney General,"40,000"
CAMPBELL RIVER SKATING CLUB,Attorney General,"28,000"
CAMPBELL RIVER SWIM CLUB,Attorney General,"32,000"
CAMPBELL RIVER VOLUNTEER SOCIETY,Attorney General,"33,000"
CAMPBELL RIVER YOUTH SOCCER ASSOCIATION,Attorney General,"26,200"
"CAMPBELL, MURRAY A",Children and Family Development,"35,246"
"CAMPBELL, ROBIN & CAMPBELL, EVANS",Children and Family Development,"36,878"
CAMPUS KIDS DAY CARE SOCIETY,Children and Family Development,"182,760"
CAMPUS–VIEW OUT–OF–SCHOOL CLUB SOCIETY,Children and Family Development,"58,851"
CAMROSE EARLY LEARNING INC.,Children and Family Development,"253,056"
CANADA COMMITTEE 100 SOCIETY,Attorney General,"50,000"
CANADA FOCUS TRADING INC.,Children and Family Development,"214,241"
CANADA FOUNDATION FOR SUSTAINABLE DEVELOPMENT TECHNOLOGY,"Energy, Mines and Petroleum Resources","4,427,000"
CANADA FUTURE EDUCATION GROUP INC.,Children and Family Development,"58,538"
CANADA SAFEWAY LIMITED,Public Safety and Solicitor General,"183,355"
CANADA SAFEWAY LIMITED,Social Development and Poverty Reduction,40
CANADA SHINERAY SUPPLIERS GROUP INC,Children and Family Development,"165,052"
CANADA WEST FIELD LACROSSE LEAGUE,Attorney General,"35,000"
"CANADA'S BEST VALUE INN – PRINCE GEORGE, BC",Children and Family Development,536
"CANADA'S BEST VALUE INN – PRINCE GEORGE, BC",Public Safety and Solicitor General,"24,996"
CANADA/BRITISH COLUMBIA BUSINESS SERVICES SOCIETY,"Advanced Education, Skills and Training","1,813"
CANADA/BRITISH COLUMBIA BUSINESS SERVICES SOCIETY,"Jobs, Trade and Technology","686,000"
CANADIAN AGENCY FOR DRUGS & TECHNOLOGIES IN HEALTH,Health,"1,138,225"
CANADIAN ALLIANCE OF DANCE ARTISTS – BRITISH COLUMBIA CHAPTERS,"Tourism, Arts and Culture","52,890"
"CANADIAN AMATEUR DIVING ASSOCIATION, BRITISH COLUMBIA SECTION",Attorney General,"95,000"
CANADIAN AMATEUR SPORT SOCIETY,"Tourism, Arts and Culture","75,000"
CANADIAN ANIMAL RESCUE & EXTENDED SHELTER SOCIETY,Attorney General,"38,500"
CANADIAN AUDIT AND ACCOUNTABILITY FOUNDATION,Officers of the Legislature,"107,460"
CANADIAN AVALANCHE RESCUE DOG ASSOCIATION,Attorney General,"90,000"
CANADIAN BLOOD AGENCY,Health,"1,135,384"
CANADIAN CANCER SOCIETY – SOCIETE CANADIENNE DU CANCER,Attorney General,"280,000"
CANADIAN CANCER SOCIETY – SOCIETE CANADIENNE DU CANCER,Children and Family Development,"1,442"
CANADIAN CANCER SOCIETY – SOCIETE CANADIENNE DU CANCER,Public Safety and Solicitor General,"1,335"
CANADIAN CANCER SOCIETY – SOCIETE CANADIENNE DU CANCER,Social Development and Poverty Reduction,"160,016"
CANADIAN DEAFBLIND ASSOCIATION,Children and Family Development,"473,862"
CANADIAN DOLPHIN SWIM CLUB,Attorney General,"81,400"
CANADIAN FOREST PRODUCTS LTD.,Agriculture,"26,010"
CANADIAN HEMOCHROMATOSIS SOCIETY,Attorney General,"55,000"
CANADIAN HERITAGE ARTS SOCIETY,Attorney General,"80,000"
CANADIAN HERITAGE ARTS SOCIETY,"Tourism, Arts and Culture","20,000"
CANADIAN HYDROGEN AND FUEL CELLS ASSOCIATION,"Energy, Mines and Petroleum Resources","500,000"
CANADIAN IMPERIAL BANK OF COMMERCE,Attorney General,"4,360"
CANADIAN IMPERIAL BANK OF COMMERCE,Social Development and Poverty Reduction,"22,277"
CANADIAN INSTITUTE FOR HEALTH INFORMATION,Health,"2,182,116"
CANADIAN INSTITUTE FOR THE RELIEF OF PAIN & DISABILITY,Attorney General,"165,000"
CANADIAN INTERGOVERNMENTAL CONFERENCE SECRETARIAT,Office of the Premier,"95,000"
CANADIAN INTERNATIONAL DRAGON BOAT FESTIVAL SOCIETY,Attorney General,"2,500"
CANADIAN INTERNATIONAL DRAGON BOAT FESTIVAL SOCIETY,Children and Family Development,"6,000"
CANADIAN INTERNATIONAL DRAGON BOAT FESTIVAL SOCIETY,Social Development and Poverty Reduction,"172,261"
CANADIAN INTERNATIONAL DRAGON BOAT FESTIVAL SOCIETY,"Tourism, Arts and Culture","8,000"
CANADIAN LIFEBOAT INSTITUTION INC.,Attorney General,"50,000"
CANADIAN MEDICAL PROTECTIVE ASSOCIATION (CMPA) REBATE PROGRAM,Health,"57,700,000"
CANADIAN MEN'S HEALTH FOUNDATION,Health,"1,000,000"
CANADIAN MENTAL HEALTH ASSOCIATION,Attorney General,"67,000"
CANADIAN MENTAL HEALTH ASSOCIATION,Public Safety and Solicitor General,"15,900"
CANADIAN MENTAL HEALTH ASSOCIATION,Social Development and Poverty Reduction,"157,034"
CANADIAN MENTAL HEALTH ASSOCIATION FOR THE KOOTENAYS,Attorney General,"77,900"
CANADIAN MENTAL HEALTH ASSOCIATION FOR THE KOOTENAYS,Children and Family Development,"174,192"
CANADIAN MENTAL HEALTH ASSOCIATION FOR THE KOOTENAYS,Public Safety and Solicitor General,"190,124"
CANADIAN MENTAL HEALTH ASSOCIATION FOR THE KOOTENAYS,Social Development and Poverty Reduction,"3,865,065"
CANADIAN MENTAL HEALTH ASSOCIATION – CARIBOO CHILCOTIN BRANCH,Attorney General,"49,000"
CANADIAN MENTAL HEALTH ASSOCIATION – CARIBOO CHILCOTIN BRANCH,Children and Family Development,"134,752"
CANADIAN MENTAL HEALTH ASSOCIATION – CARIBOO CHILCOTIN BRANCH,Public Safety and Solicitor General,"127,593"
CANADIAN MENTAL HEALTH ASSOCIATION – CARIBOO CHILCOTIN BRANCH,Social Development and Poverty Reduction,"106,574"
CANADIAN MENTAL HEALTH ASSOCIATION – CARIBOO CHILCOTIN BRANCH,"Tourism, Arts and Culture","6,000"
"CANADIAN MENTAL HEALTH ASSOCIATION, B.C. DIVISION",Children and Family Development,"5,758,000"
"CANADIAN MENTAL HEALTH ASSOCIATION, B.C. DIVISION",Health,"15,250,000"
"CANADIAN MENTAL HEALTH ASSOCIATION, COWICHAN VALLEY BRANCH 1992",Attorney General,"14,300"
"CANADIAN MENTAL HEALTH ASSOCIATION, COWICHAN VALLEY BRANCH 1992",Children and Family Development,"464,557"
"CANADIAN MENTAL HEALTH ASSOCIATION, KELOWNA AND DISTRICT BRANCH","Advanced Education, Skills and Training",313
"CANADIAN MENTAL HEALTH ASSOCIATION, KELOWNA AND DISTRICT BRANCH",Attorney General,"127,404"
"CANADIAN MENTAL HEALTH ASSOCIATION, KELOWNA AND DISTRICT BRANCH",Children and Family Development,"1,180"
"CANADIAN MENTAL HEALTH ASSOCIATION, PRINCE GEORGE BRANCH","Advanced Education, Skills and Training","26,400"
"CANADIAN MENTAL HEALTH ASSOCIATION, PRINCE GEORGE BRANCH",Attorney General,"100,000"
"CANADIAN MENTAL HEALTH ASSOCIATION, VANCOUVER–FRASER BRANCH",Attorney General,"161,000"
"CANADIAN MENTAL HEALTH ASSOCIATION, VANCOUVER–FRASER BRANCH",Social Development and Poverty Reduction,"111,782"
"CANADIAN MENTAL HEALTH ASSOCIATION, VERNON AND DISTRICT BRANCH","Advanced Education, Skills and Training","16,715"
"CANADIAN MENTAL HEALTH ASSOCIATION, VERNON AND DISTRICT BRANCH",Attorney General,"77,500"
"CANADIAN MENTAL HEALTH ASSOCIATION, VERNON AND DISTRICT BRANCH",Social Development and Poverty Reduction,"192,037"
CANADIAN MUSIC CENTRE–BC REGION,Attorney General,"40,000"
CANADIAN MUSIC CENTRE–BC REGION,"Tourism, Arts and Culture","61,195"
CANADIAN NATIONAL TRADES EXPO INC.,"Advanced Education, Skills and Training","107,963"
CANADIAN PARAPLEGIC ASSOCIATION (B.C.),Attorney General,"250,000"
CANADIAN PARENTS FOR FRENCH – BRITISH COLUMBIA BRANCH,Attorney General,"2,250"
CANADIAN PARENTS FOR FRENCH – BRITISH COLUMBIA BRANCH,Education,"31,340"
CANADIAN PARKS AND WILDERNESS SOCIETY – BRITISH COLUMBIA,"Advanced Education, Skills and Training","1,736"
CANADIAN PARKS AND WILDERNESS SOCIETY – BRITISH COLUMBIA,Attorney General,"131,500"
CANADIAN REFORMED SCHOOL ASSOCIATION,Education,"313,208"
"CANADIAN REFORMED SCHOOL ASSOCIATION OF LANGLEY, B.C.",Education,"2,555,559"
CANADIAN REFORMED SCHOOL ASSOCIATION OF SMITHERS,Education,"1,375,172"
"CANADIAN REFORMED SCHOOL SOCIETY OF ABBOTSFORD, B.C.",Education,"1,352,535"
CANADIAN SKI PATROL SYSTEM,Attorney General,"61,000"
CANADIAN SOCIETY FOR INFORMATION CHILDREN,Attorney General,"28,700"
CANADIAN SOCIETY FOR INFORMATION CHILDREN,Children and Family Development,"23,941"
CANADIAN SPORT INSTITUTE PACIFIC SOCIETY,"Tourism, Arts and Culture","100,000"
CANADIAN VALLEY GROWERS LTD.,Agriculture,"95,036"
CANADIAN VOCATIONAL TRAINING CENTRE INC.,"Advanced Education, Skills and Training","639,249"
CANASSIST AT THE UNIVERSITY OF VICTORIA,Children and Family Development,"1,000,000"
"CANDELORA, NATASHA MARIE",Children and Family Development,"87,358"
CANFOR CORPORATION,"Advanced Education, Skills and Training","62,340"
CANFOR PULP LTD.,"Advanced Education, Skills and Training","53,678"
CANIM LAKE BAND,Children and Family Development,"271,716"
CANIM LAKE BAND,Education,"24,434"
CANIM LAKE BAND,"Forests, Lands, Natural Resource Operations and Rural Development","100,000"
CANIM LAKE BAND,Indigenous Relations and Reconciliation,"1,432,074"
CANIM LAKE BAND,Public Safety and Solicitor General,"141,021"
"CANNON, JESSICA MARY",Children and Family Development,"167,150"
CANOE RACING BC,Attorney General,"46,100"
CANSLEEP SERVICES INC.,Social Development and Poverty Reduction,"81,930"
CANSTONE EDUCATION COLLEGE LTD.,Children and Family Development,"38,176"
CANUCKS AUTISM NETWORK SOCIETY,Children and Family Development,"70,352"
CANWEST CONCRETE CUTTING BC CORP.,"Advanced Education, Skills and Training","90,000"
CANYON SPRINGS ACADEMY INC.,Children and Family Development,"543,237"
CAPE MUDGE INDIAN BAND,Indigenous Relations and Reconciliation,"438,034"
CAPILANO CARE CENTRE,Social Development and Poverty Reduction,"39,068"
CAPILANO COMMUNITY SERVICES SOCIETY,Attorney General,"84,200"
CAPILANO COMMUNITY SERVICES SOCIETY,"Tourism, Arts and Culture","4,000"
CAPILANO REVIEW CONTEMPORARY ARTS SOCIETY,Attorney General,"7,500"
CAPILANO REVIEW CONTEMPORARY ARTS SOCIETY,"Tourism, Arts and Culture","37,600"
CAPILANO UNIVERSITY,"Advanced Education, Skills and Training","43,687,417"
CAPILANO UNIVERSITY,Children and Family Development,"289,098"
CAPILANO UNIVERSITY,Education,"4,927"
CAPILANO UNIVERSITY,"Jobs, Trade and Technology","79,500"
CAPITAL REGIONAL DISTRICT,"Forests, Lands, Natural Resource Operations and Rural Development","41,689"
CAPITAL REGIONAL DISTRICT,Municipal Affairs and Housing,"124,989"
CAPITAL REGIONAL DISTRICT,Public Safety and Solicitor General,"573,126"
CAPITAL REGIONAL DISTRICT,Transportation and Infrastructure,"130,000"
CAPRI MEDICAL CENTRE INC.,Health,"110,000"
CAPTURE PHOTOGRAPHY FESTIVAL SOCIETY,Attorney General,"22,500"
CAPTURE PHOTOGRAPHY FESTIVAL SOCIETY,"Tourism, Arts and Culture","39,000"
CARAVAN FARM THEATRE SOCIETY,Attorney General,"27,500"
CARAVAN FARM THEATRE SOCIETY,"Tourism, Arts and Culture","116,150"
CARE FUNERAL SERVICES (VANCOUVER ISLAND) LTD.,Social Development and Poverty Reduction,"30,552"
"CARELSE, LYNAE RUSSELLA & CARELSE, DARROL CRAIG",Children and Family Development,"58,684"
CARES COUNSELLING & RESTORATION SERVICES,Children and Family Development,"9,165"
CARES COUNSELLING & RESTORATION SERVICES,Public Safety and Solicitor General,"19,480"
"CAREY, DEBBI & CAREY, STEVE",Children and Family Development,"66,006"
CARF CANADA,Children and Family Development,"1,139,515"
CARIBOO ACTION TRAINING SOCIETY,Children and Family Development,"961,989"
CARIBOO CHILCOTIN CHILD DEVELOPMENT CENTRE ASSOCIATION,Attorney General,"78,900"
CARIBOO CHILCOTIN CHILD DEVELOPMENT CENTRE ASSOCIATION,Children and Family Development,"2,079,985"
CARIBOO CHILCOTIN CHILD DEVELOPMENT CENTRE ASSOCIATION,Public Safety and Solicitor General,"207,795"
CARIBOO CHILCOTIN CONSERVATION SOCIETY,Attorney General,"25,000"
CARIBOO CHILCOTIN GYMNASTICS ASSOCIATION,Attorney General,"34,000"
CARIBOO CHILD CARE SOCIETY,Attorney General,"29,500"
CARIBOO CHILD CARE SOCIETY,Children and Family Development,"377,038"
CARIBOO FRIENDSHIP SOCIETY,Children and Family Development,"655,144"
CARIBOO FRIENDSHIP SOCIETY,Public Safety and Solicitor General,"46,879"
CARIBOO FRIENDSHIP SOCIETY,Social Development and Poverty Reduction,"1,268"
CARIBOO REGIONAL DISTRICT,"Forests, Lands, Natural Resource Operations and Rural Development","1,187,000"
CARIBOO REGIONAL DISTRICT,Municipal Affairs and Housing,"326,723"
CARIBOO REGIONAL DISTRICT,Public Safety and Solicitor General,"1,918,214"
CARIBOO REGIONAL DISTRICT,Transportation and Infrastructure,"58,189"
CARIBOO REGIONAL DISTRICT LIBRARY,Education,"595,208"
CARIBOO YOUTH AND FAMILY RESOURCES,Children and Family Development,"275,082"
CARIBOO–CHILCOTIN FUNERAL SERVICE LTD.,Social Development and Poverty Reduction,"157,462"
CARIBOO–CHILCOTIN PARTNERS FOR LITERACY SOCIETY,"Advanced Education, Skills and Training","1,238"
CARIBOO–CHILCOTIN PARTNERS FOR LITERACY SOCIETY,Attorney General,"5,250"
CARIBOO–CHILCOTIN PARTNERS FOR LITERACY SOCIETY,"Jobs, Trade and Technology","45,000"
CARIBOO–CHILCOTIN PARTNERS FOR LITERACY SOCIETY,"Tourism, Arts and Culture","4,000"
CARING HEARTS CHILD CARE INC.,Children and Family Development,"40,797"
"CARLINI, MICHELLE G",Children and Family Development,"70,162"
"CARLOS, LEAH & CARLOS, BRUCE DARYL",Children and Family Development,"51,986"
"CARLOW, DEBORAH & CARLOW, SHAWN",Children and Family Development,"72,124"
CARMEL RESTAURANT,Public Safety and Solicitor General,"41,327"
CARMICHAEL ENTERPRISES RESIDENTIAL PROGRAMS LTD.,Children and Family Development,"1,068,110"
CARNARVON BASEBALL ASSOCIATION,Attorney General,"27,500"
CARNARVON COMMUNITY SCHOOL ADVISORY COUNCIL,Attorney General,"9,480"
CARNARVON COMMUNITY SCHOOL ADVISORY COUNCIL,Children and Family Development,"57,107"
CARNEGIE COMMUNITY CENTRE ASSOCIATION,Attorney General,"55,000"
CARNEY HILL NEIGHBOURHOOD CENTRE SOCIETY,Attorney General,"57,500"
CARNEY HILL NEIGHBOURHOOD CENTRE SOCIETY,Children and Family Development,"436,749"
CAROUSEL CHILD CARE CENTRE INC.,Children and Family Development,"25,161"
CAROUSEL THEATRE SOCIETY,Attorney General,"60,500"
CAROUSEL THEATRE SOCIETY,"Tourism, Arts and Culture","59,085"
CARRIER CHILCOTIN TRIBAL COUNCIL,Children and Family Development,"124,633"
CARRIER SEKANI FAMILY SERVICES A BRANCH SOC OF THE CARRIER SEKANI TRIBAL COUNCIL,"Advanced Education, Skills and Training","122,346"
CARRIER SEKANI FAMILY SERVICES A BRANCH SOC OF THE CARRIER SEKANI TRIBAL COUNCIL,Children and Family Development,"9,289,772"
CARRIER SEKANI FAMILY SERVICES A BRANCH SOC OF THE CARRIER SEKANI TRIBAL COUNCIL,Health,"30,000"
CARRIER SEKANI FAMILY SERVICES A BRANCH SOC OF THE CARRIER SEKANI TRIBAL COUNCIL,Public Safety and Solicitor General,"17,750"
CARRIER–SEKANI TRIBAL COUNCIL,"Energy, Mines and Petroleum Resources","898,037"
CARRIER–SEKANI TRIBAL COUNCIL,Environment and Climate Change Strategy,"11,500"
CARRIER–SEKANI TRIBAL COUNCIL,"Forests, Lands, Natural Resource Operations and Rural Development","40,578"
CARRIER–SEKANI TRIBAL COUNCIL,Indigenous Relations and Reconciliation,"10,794,754"
"CARROLL, ALICIA SYLVIA",Children and Family Development,"30,561"
CARROT SEED PRESCHOOL LTD.,Children and Family Development,"46,889"
CARSON GRAHAM SECONDARY SCHOOL P A C,Attorney General,"30,816"
"CARSON, NOAH","Tourism, Arts and Culture","25,500"
"CARTER, ANGELINE S & CARTER, JOSEPH",Children and Family Development,"76,029"
"CARTER, MAYA DENYS SHIRLEY & CARTER, JOHN RUSSELL",Children and Family Development,"68,997"
"CARTER, SHANNON",Children and Family Development,"30,061"
CARTIZ CHILDCARE LTD,Children and Family Development,"60,635"
CASCADE AQUA–TECH LTD.,"Advanced Education, Skills and Training","30,000"
CASCADE CHRISTIAN SCHOOL SOCIETY,Education,"700,016"
CASCADIA COMMUNITY COUNSELLING CLINIC LTD.,Children and Family Development,"221,476"
CASCADIA COMMUNITY COUNSELLING CLINIC LTD.,Public Safety and Solicitor General,"3,629"
"CASE, SANDRA & CASE, ROBERT",Children and Family Development,"88,685"
"CASILE, AMANDA",Children and Family Development,"26,696"
"CASPERSON, KERRY NOELLE",Children and Family Development,"81,666"
"CASSIDY, ANA MARIA",Children and Family Development,"143,317"
CASTLE CARE DAYCARE INC.,Children and Family Development,"75,075"
CASTLE CONSULTING CORPORATION,Public Safety and Solicitor General,"30,000"
CASTLEGAR & DISTRICT PUBLIC LIBRARY,Education,"140,483"
CASTLEGAR SOCIETY FOR SEARCH & RESCUE,Attorney General,"19,069"
CASTLEGAR SOCIETY FOR SEARCH & RESCUE,Public Safety and Solicitor General,"7,171"
CASTLEREIGH THEATRE PROJECT SOCIETY,"Tourism, Arts and Culture","38,000"
CASTLEVIEW CHILD CARE CENTRE SOCIETY,Attorney General,"14,000"
CASTLEVIEW CHILD CARE CENTRE SOCIETY,Children and Family Development,"106,857"
"CATALYST ANES GRP, LLC",Health,"91,171"
CATALYST PAPER CORPORATION,"Advanced Education, Skills and Training","72,913"
CATERPILLAR FUN HOUSE LTD.,Children and Family Development,"257,145"
CATHOLIC INDEPENDENT SCHOOLS DIOCESE OF PRINCE GEORGE,Children and Family Development,"8,768"
CATHOLIC INDEPENDENT SCHOOLS DIOCESE OF PRINCE GEORGE,Education,"9,810,923"
CATHOLIC INDEPENDENT SCHOOLS OF NELSON DIOCESE,Children and Family Development,"60,518"
CATHOLIC INDEPENDENT SCHOOLS OF NELSON DIOCESE,Education,"7,254,479"
"CAULIEN, JOY",Children and Family Development,"35,119"
"CAUMARTIN, SHERRI",Children and Family Development,"131,629"
"CAVANAGH, KEVIN MICHAEL",Children and Family Development,"54,764"
CBI CONSULTANTS LTD.,Children and Family Development,"1,386,013"
CBOOSS CLUB SOCIETY,Children and Family Development,"33,295"
CEDAR CREST SOCIETY FOR COMMUNITY LIVING,Children and Family Development,"634,252"
CEDAR DRIVE PRESCHOOL SOCIETY,Attorney General,"21,350"
CEDAR DRIVE PRESCHOOL SOCIETY,Children and Family Development,"89,129"
CEDAR GROVE BAPTIST CHURCH,Children and Family Development,"234,706"
CEDAR HILLS COMMUNITY CARE SERVICES INC.,Children and Family Development,"355,100"
CEDARDALE CHILD LEARNING CENTRE LTD.,Children and Family Development,"39,508"
CEDARS CHRISTIAN SCHOOL,Children and Family Development,"7,219"
CEDARS CHRISTIAN SCHOOL,Education,"2,172,310"
CEDARS–SINAI MEDICAL CENTER,Health,"276,904"
CELEBRATION & RAINBOW MANOR LTD.,Children and Family Development,"167,449"
"CENDER, JULIANNA",Children and Family Development,"49,715"
CENTAINE SUPPORT SERVICES INC.,Children and Family Development,"359,847"
CENTENNIAL DAY CARE SOCIETY,Children and Family Development,"59,486"
CENTENNIAL HIGH SCHOOL P A C (COQUITLAM),Attorney General,"31,800"
CENTRAL BRITISH COLUMBIA RAILWAY AND FOREST INDUSTRY MUSEUM SOCIETY,Attorney General,"30,000"
CENTRAL CARIBOO HOSPICE PALLIATIVE CARE SOCIETY,Attorney General,"70,000"
CENTRAL CITY JUNIOR KINDERGARTEN LTD.,Children and Family Development,"150,643"
CENTRAL COAST REGIONAL DISTRICT,Children and Family Development,238
